id,uf_id,name,populacao,regiao,INEAB,INEAB_FAIXA,COBERTURA_AB,FAIXA_COBERTURA_AB,NOTA_COBERTURA_AB,PORCENTAGEM_POP_SUS,PORCENTAGEM_POP_SUS_FAIXA,PORCENTAGEM_POP_SUS_NOTA,MORT_DCNT,MORT_DCNT_FAIXA,MORT_DCNT_NOTA,MORT_MAT,MORT_MAT_FAIXA,NOTA_MORT_MAT,MORT INF,MORT_INF_FAIXA,MORT_INF_NOTA,VACINACAO,OBS,VACINAÇÃO_FAIXA,DESPESA SAUDE_PER CAPITA,FAIXA_DESP_SAUDE_P,NOTA_DESP_SAUDE_P,EMENDAS_TOTAL,EMENDAS_PERCAP,FAIXA_EMENDAS_P,ICSAP,ICSAP_FAIXA,CONSULTAS_APS_HAB,FAIXA_CONSULTAS_APS_HAB,PRE_NATAL,PRE_NATAL_FAIXA,POP_SUS,TETO_EMENDAS_MS,TETO_EMENDAS_PERCAP,TETO EMENDAS_AJUSTADO,TETO_AJUSTADO_PERCAP,FAIXA_TETO_AJUSTADO_PERCAP,EMENDAS_CUSTEIO,EMENDAS_INVESTIMENTO,EMENDAS_IND_24,EMENDAS_IND_24_CUSTEIO,EMENDAS_IND_24_INVES,EMENDAS_COMISS_24,EMENDAS_COMISS_24_CUSTEIO,EMENDAS_COMISS_24_INVEST,EMENDAS_BANC_24,EMENDAS_BANC_24_CUSTEIO,EMENDAS_BANC_24_INVES,EMENDAS_REL_24,EMENDAS_REL_24_CUSTEIO,EMENDAS_REL_24_INVES
11001,11,VALE DO JAMARI,236275,Norte,"0,6130321024",Média,"0,9326713837",Alta,"0,4","0,95786266",Alta,"0,8","121,4686277",Alta,"0,8","64,62003998",Baixa,"0,4","12,99787301",Muito Alta,1,"0,9683241569",,Muito Alta,"1380,4203",Alta,"0,8",21106989,"89,33229923",Baixa,"168,8710189",Média,"1,220162946",Média,"0,8531855956",Muito Alta,226319,"39778775,17","168,3579523","14015141,34","59,31707264",Muito Baixa,14224520,6882469,16932469,10050000,6882469,4174520,4174520,0,0,0,0,0,0,0
11002,11,CAFE,184948,Norte,"0,4225504466",Muito Baixa,"0,9229350869",Alta,"0,4","0,9185879274",Média,"0,6","135,7138223",Muito Alta,1,"25,71148452",Muito Baixa,"0,2","6,859648011",Muito Baixa,"0,2","0,9577042629",,Muito Alta,"1167,968238",Média,"0,6",13072750,"70,68338127",Baixa,"271,4276445",Muito Alta,"0,9644062115",Baixa,"0,8524150268",Muito Alta,169891,"23214864,3","125,5210346","8179226,306","44,22446474",Muito Baixa,11422837,1649913,12883775,11422837,1460938,188975,0,188975,0,0,0,0,0,0
11003,11,CENTRAL,354543,Norte,"0,4847572227",Baixa,"0,8535419005",Média,"0,6","0,9322254282",Alta,"0,8","128,0521686",Muito Alta,1,"14,17124544",Muito Baixa,"0,2","6,958363685",Muito Baixa,"0,2","0,8712507155",,Média,"1193,607063",Média,"0,6",35052294,"98,86612907",Baixa,"265,4120939",Muito Alta,"1,199685229",Baixa,"0,8544332724",Muito Alta,330514,"61013416,29","172,0903143","21496681,31","60,63208499",Baixa,25018827,10033467,31107564,21274097,9833467,3944730,3744730,200000,0,0,0,0,0,0
11004,11,MADEIRA-MAMORE,620294,Norte,"0,3410266744",Muito Baixa,"1,176039063",Completa,"0,2","0,8525666861",Média,"0,6","118,1697711",Alta,"0,8","44,54044082",Muito Baixa,"0,2","8,706875426",Baixa,"0,4","0,8253775443",,Baixa,"1112,361585",Média,"0,6",27550434,"44,41512251",Muito Baixa,"118,0085572",Muito Baixa,"0,6418488652",Muito Baixa,"0,6343954248",Baixa,528842,"76737308,08","123,7111887","27036634,84","43,58680696",Muito Baixa,23827450,3722984,22450434,18727450,3722984,5100000,5100000,0,0,0,0,0,0,0
11005,11,ZONA DA MATA,137958,Norte,"0,5732701257",Média,"0,8076698931",Média,"0,6","0,9554502095",Alta,"0,8","113,8027516",Alta,"0,8","72,72080754",Média,"0,6","7,995186517",Muito Baixa,"0,2","0,9485267589",,Muito Alta,"1424,61578",Muito Alta,1,20570656,"149,1081054",Alta,"290,6681744",Muito Alta,"1,531248641",Alta,"0,8649900728",Muito Alta,131812,"26268246,56","190,4075629","9255015,688","67,08574848",Média,17125028,3445628,17292656,13847028,3445628,3278000,3278000,0,0,0,0,0,0,0
11006,11,CONE SUL,168222,Norte,"0,5231901892",Baixa,"0,7846427519",Baixa,"0,8","0,9020520503",Média,"0,6","110,5681778",Média,"0,6","14,07657658",Muito Baixa,"0,2","8,740141434",Baixa,"0,4","0,9596092685",,Muito Alta,"1822,891711",Muito Alta,1,14160545,"84,17772348",Baixa,"244,9144583",Muito Alta,"1,741020794",Alta,"0,8666989821",Muito Alta,151745,"24613200,96","146,3138053","8671898,235","51,55032181",Muito Baixa,9377150,4783395,14160545,9377150,4783395,0,0,0,0,0,0,0,0,0
11007,11,VALE DO GUAPORE,43987,Norte,"0,8254484279",Muito Alta,"0,6885639862",Muito Baixa,1,"0,9826766999",Muito Alta,1,"147,7709323",Muito Alta,1,"48,94762604",Baixa,"0,4","10,64539494",Alta,"0,8","0,9398682043",,Alta,"1409,948072",Muito Alta,1,5599198,"127,292109",Média,"252,3472844",Muito Alta,"1,185691227",Baixa,"0,765993266",Alta,43225,"10416898,58","236,8176639","3670155,889","83,43728576",Média,4118000,1481198,2898509,2100000,798509,2700689,2018000,682689,0,0,0,0,0,0
12001,12,ALTO ACRE,75243,Norte,"0,5922012679",Média,"0,6448979592",Muito Baixa,1,"0,9870021132",Muito Alta,1,"91,70288266",Média,"0,6",0,Muito Baixa,"0,2","9,544574782",Média,"0,6","0,8053998351",,Muito Baixa,"709,8563999",Muito Baixa,"0,2",27334283,"363,2800792",Muito Alta,"217,9604747",Muito Alta,"1,835705647",Alta,"0,6338273758",Baixa,74265,"20059737,68","266,5993871","7067589,628","93,93019455",Alta,19422681,7911602,24194955,16283353,7911602,3139328,3139328,0,0,0,0,0,0,0
12002,12,BAIXO ACRE E PURUS,557753,Norte,"0,42539565",Muito Baixa,"0,9351017085",Alta,"0,4","0,9247731523",Alta,"0,8","102,3750657",Média,"0,6","41,85195481",Muito Baixa,"0,2","11,62462175",Alta,"0,8","0,8046767908",,Muito Baixa,"783,3475268",Muito Baixa,"0,2",59300996,"106,3212497",Média,"93,05194235",Muito Baixa,"1,288842911",Média,"0,6333629366",Baixa,515795,"96412641,86","172,8590288","33968788,55","60,90292396",Baixa,47401584,11899412,50371754,39560342,10811412,7841242,7841242,0,0,0,0,1088000,0,1088000
12003,12,JURUA E TARAUACA/ENVIRA,247635,Norte,"0,5743975609",Média,"0,7051215273",Baixa,"0,8","0,9903406223",Muito Alta,1,"79,55256729",Baixa,"0,4","56,18685777",Baixa,"0,4","10,69907797",Alta,"0,8","0,7689527111",,Muito Baixa,"641,1038377",Muito Baixa,"0,2",58773296,"237,3384053",Muito Alta,"132,4530054",Baixa,"1,227960506",Média,"0,5417989418",Muito Baixa,245243,"62121347,99","250,8585135","21887035,7","88,38425786",Alta,55222315,3550981,54546989,50996008,3550981,4226307,4226307,0,0,0,0,0,0,0
13001,13,"MANAUS, ENTORNO E ALTO RIO NEGRO",2637590,Norte,"0,3589220159",Muito Baixa,"1,232102553",Completa,"0,2","0,7477541999",Baixa,"0,4","116,3941325",Alta,"0,8","67,97182607",Média,"0,6","9,51262546",Média,"0,6","0,8671402766",,Baixa,"812,2118671",Muito Baixa,"0,2",179441067,"68,03220629",Muito Baixa,"128,1851994",Muito Baixa,"1,271804564",Média,"0,6435823699",Baixa,1972269,"346568568,6","131,3959215",122105506,"46,29434675",Muito Baixa,175084067,4357000,"63686487,86","63598620,26","87867,6",68358123,68358123,0,"43172757,95",43169473,"3284,95",4357000,0,4357000
13002,13,RIO NEGRO E SOLIMOES,290125,Norte,"0,5363575011",Média,"0,7313032443",Baixa,"0,8","0,9932546316",Muito Alta,1,"69,62516157",Muito Baixa,"0,2","50,42786853",Baixa,"0,4","9,260079408",Baixa,"0,4","0,8174546222",,Muito Baixa,"1404,880526",Muito Alta,1,53704519,"185,1082085",Alta,"194,0542869",Alta,"1,659684619",Alta,"0,6455696203",Média,288168,"74908136,32","258,1926284","26392168,02","90,96826545",Alta,53704519,0,19236216,19236216,0,12250000,12250000,0,22218303,22218303,0,0,0,0
13003,13,RIO MADEIRA,201671,Norte,"0,4380996772",Baixa,"0,8424648066",Média,"0,6","0,9956810845",Muito Alta,1,"63,96556768",Muito Baixa,"0,2","73,37821371",Média,"0,6","8,32212832",Muito Baixa,"0,2","0,836629435",,Baixa,"1101,679479",Média,"0,6",25425193,"126,0726282",Média,"113,5512791",Muito Baixa,"1,557809502",Alta,"0,7926001358",Muito Alta,200800,"64483061,75","319,7438489","22719131,51","112,6544298",Muito Alta,25425193,0,15824973,15824973,0,800000,800000,0,8800220,8800220,0,0,0,0
13004,13,MEDIO AMAZONAS,193073,Norte,"0,6105943348",Média,"0,8351005944",Média,"0,6","0,9848295722",Muito Alta,1,"76,65494398",Baixa,"0,4","94,76235481",Muito Alta,1,"8,78727845",Baixa,"0,4","0,9687670167",,Muito Alta,"1235,728669",Alta,"0,8",24129500,"124,9760453",Média,"168,3301135",Média,"2,016372046",Muito Alta,"0,7366412214",Alta,190144,"54197150,06","280,7080745","19095125,85","98,90106775",Alta,24129500,0,8850000,8850000,0,1874210,1874210,0,13405290,13405290,0,0,0,0
13005,13,BAIXO AMAZONAS,247981,Norte,"0,5177332134",Baixa,"0,8510136866",Média,"0,6","0,9956407951",Muito Alta,1,"60,08524847",Muito Baixa,"0,2","52,62427559",Baixa,"0,4","10,42077626",Média,"0,6","0,7786774942",,Muito Baixa,"1380,808792",Muito Alta,1,38846058,"156,649332",Alta,"206,8706877",Alta,"1,449687678",Alta,"0,6752307309",Média,246900,"72915105,36","294,0350485","25689969,16","103,5965221",Muito Alta,37408478,1437580,14205540,12767960,1437580,5200000,5200000,0,19440518,19440518,0,0,0,0
13006,13,REGIONAL PURUS,145791,Norte,"0,6385689103",Alta,"0,816690259",Média,"0,6","0,9977639223",Muito Alta,1,"65,16177267",Muito Baixa,"0,2","140,0276655",Muito Alta,1,"10,98546096",Alta,"0,8","0,6791418862",,Muito Baixa,"1046,469917",Média,"0,6",21000110,"144,0425678",Média,"107,0024899",Muito Baixa,"1,225391142",Média,"0,6406460296",Baixa,145465,41016957,"281,3408029","14451386,38","99,12399514",Muito Alta,21000110,0,9500000,9500000,0,3500000,3500000,0,8000110,8000110,0,0,0,0
13007,13,REGIONAL JURUA,135866,Norte,"0,6771221645",Alta,"0,7460676904",Baixa,"0,8","0,9957678889",Muito Alta,1,"66,24173818",Muito Baixa,"0,2","65,79590836",Média,"0,6","15,21799609",Muito Alta,1,"0,7529857023",,Muito Baixa,"1345,461245",Alta,"0,8",25691910,"189,0974195",Alta,"234,7901609",Muito Alta,"1,20768993",Média,"0,6681357426",Média,135291,"40450455,08","297,7231617","14251792,39","104,8959444",Muito Alta,25691910,0,13800000,13800000,0,2091635,2091635,0,9800275,9800275,0,0,0,0
13008,13,TRIANGULO,147618,Norte,"0,6367440285",Alta,"0,8066283925",Média,"0,6","0,9949125445",Muito Alta,1,"57,5810538",Muito Baixa,"0,2","85,21442816",Alta,"0,8","10,55103249",Alta,"0,8","0,8369703036",,Baixa,"1592,650351",Muito Alta,1,31785036,"215,3195139",Muito Alta,"177,4851305",Alta,"1,775711634",Alta,"0,6445678584",Média,146867,"48873370,99","331,0800241","17219414,1","116,6484717",Muito Alta,31785036,0,16024317,16024317,0,1500000,1500000,0,14260719,14260719,0,0,0,0
13009,13,ALTO SOLIMOES,281494,Norte,"0,7175649925",Alta,"0,7588992452",Baixa,"0,8","0,9966180451",Muito Alta,1,"42,27443569",Muito Baixa,"0,2","83,28602438",Alta,"0,8","12,73859545",Muito Alta,1,"0,7470889871",,Muito Baixa,"1284,208164",Alta,"0,8",50410525,"179,0820586",Alta,"114,3896495",Muito Baixa,"1,518259714",Alta,"0,6459441489",Média,280542,"82989133,06","294,8167032","29239322,33","103,8719203",Muito Alta,49553553,856972,23410543,22553571,856972,13600005,13600005,0,13399977,13399977,0,0,0,0
14001,14,CENTRO NORTE,617613,Norte,"0,7603091256",Muito Alta,"0,7462159917",Baixa,"0,8","0,950386407",Alta,"0,8","94,55759513",Média,"0,6","133,5395424",Muito Alta,1,"14,37133372",Muito Alta,1,"0,7383451537",,Muito Baixa,"971,5136848",Baixa,"0,4",99761071,"161,5268315",Alta,"139,569601",Baixa,"0,9902608915",Baixa,"0,5268084241",Muito Baixa,586971,"67774245,84","109,7357825","23878704,92","38,66289233",Muito Baixa,67098826,32662245,87476183,55877526,31598657,11764898,11221300,543598,0,0,0,519990,0,519990
14002,14,SUL,99180,Norte,"0,8364513007",Muito Alta,"0,6314346472",Muito Baixa,1,"0,9957753579",Muito Alta,1,"78,64488808",Baixa,"0,4","163,4498764",Muito Alta,1,"13,30064973",Muito Alta,1,"0,8190376569",,Baixa,"1228,923685",Média,"0,6",22949633,"231,3937588",Muito Alta,"94,77717282",Muito Baixa,"1,406321839",Média,"0,6411809235",Baixa,98761,"23253983,28","234,4624247","8193008,983","82,60747109",Média,20566599,2383034,19647092,17264058,2383034,3302541,3302541,0,0,0,0,0,0,0
15001,15,ARAGUAIA,476448,Norte,"0,6523874169",Alta,"0,8112766219",Média,"0,6","0,9593932601",Alta,"0,8","107,4618846",Média,"0,6","83,80001318",Alta,"0,8","11,07335099",Alta,"0,8","0,7976449535",,Muito Baixa,"1144,21704",Média,"0,6",41585175,"87,28166558",Baixa,"240,7398079",Muito Alta,"1,294684834",Média,"0,7498881432",Alta,457101,"118162086,2","248,0062591","41631707,64","87,3793313",Alta,39581800,2003375,26914315,24910940,2003375,13000209,13000209,0,1670651,1670651,0,0,0,0
15002,15,BAIXO AMAZONAS,858787,Norte,"0,5189474922",Baixa,"0,9890398597",Alta,"0,4","0,9266919504",Alta,"0,8","84,07206909",Baixa,"0,4","87,43258838",Alta,"0,8","11,25072066",Alta,"0,8","0,7172268307",,Muito Baixa,"914,1050489",Baixa,"0,4",31192072,"36,32108078",Muito Baixa,"153,5887246",Média,"1,008669204",Baixa,"0,71334214",Média,795831,"146080449,8","170,1009095","51468104,32","59,93116374",Baixa,29801260,1390812,19789118,18398306,1390812,7840000,7840000,0,3562954,3562954,0,0,0,0
15003,15,CARAJAS,1023333,Norte,"0,3309245378",Muito Baixa,"1,174185224",Completa,"0,2","0,8273113444",Baixa,"0,4","84,42999493",Baixa,"0,4","62,72340574",Baixa,"0,4","9,222996579",Baixa,"0,4","0,8024510143",,Muito Baixa,"1519,080318",Muito Alta,1,26878556,"26,26569846",Muito Baixa,"108,0782111",Muito Baixa,"0,8887712993",Muito Baixa,"0,7028181042",Média,846615,"149384954,7","145,9788306","52632371,02","51,43230114",Muito Baixa,26763234,115322,18213433,18098111,115322,4399797,4399797,0,4265326,4265326,0,0,0,0
15004,15,LAGO DE TUCURUI,348319,Norte,"0,6419234667",Alta,"0,9389124958",Alta,"0,4","0,9726113132",Muito Alta,1,"118,2823791",Alta,"0,8","101,2261557",Muito Alta,1,"9,698347158",Média,"0,6","0,7568176069",,Muito Baixa,"1148,064374",Média,"0,6",35292610,"101,3226669",Baixa,"139,5272724",Baixa,"1,11618947",Baixa,"0,682561046",Média,338779,"61931679,88","177,8016125","21820210,48","62,64433027",Baixa,35292610,0,"26306401,4","26306401,4",0,7017241,7017241,0,2002000,2002000,0,0,0,0
15006,15,METROPOLITANA I,2115846,Norte,"0,3488236478",Muito Baixa,"1,288863036",Completa,"0,2","0,7583122779",Baixa,"0,4","145,0956261",Muito Alta,1,"42,74201705",Muito Baixa,"0,2","9,966575613",Média,"0,6","0,6973561466",,Muito Baixa,"943,4086073",Baixa,"0,4",42554499,"20,11228558",Muito Baixa,"134,7924187",Baixa,"0,5156627656",Muito Baixa,"0,5513351421",Muito Baixa,1604472,211814654,"100,1087291","74628047,26","35,27102032",Muito Baixa,41593304,961195,"21403715,54","20422340,71","981374,83",5150027,5150027,0,"16060672,19","16053382,19",7290,0,0,0
15007,15,METROPOLITANA II,380457,Norte,"0,4521881842",Baixa,"0,9290372373",Alta,"0,4","0,9830177918",Muito Alta,1,"101,4569321",Média,"0,6","49,2573966",Baixa,"0,4","9,749508122",Média,"0,6","0,7822716582",,Muito Baixa,"682,2384473",Muito Baixa,"0,2",21431170,"56,33007147",Muito Baixa,"171,372849",Média,"0,7712409024",Muito Baixa,"0,5258051197",Muito Baixa,373996,"69633579,59","183,026149","24533798,63","64,48507618",Baixa,21298830,132340,9337884,9337884,0,11232286,11099946,132340,861000,861000,0,0,0,0
15008,15,METROPOLITANA III,892465,Norte,"0,577955438",Média,"0,7405617394",Baixa,"0,8","0,9632590634",Alta,"0,8","110,9287199",Alta,"0,8","58,6225502",Baixa,"0,4","9,417715484",Baixa,"0,4","0,8341916117",,Baixa,"956,850367",Baixa,"0,4",73974203,"82,88751156",Baixa,"192,9487431",Alta,"1,204335184",Baixa,"0,6424263923",Baixa,859675,"208670808,2","233,8139963","73520385,11","82,37901219",Média,71492382,2481821,50063407,47581586,2481821,20656796,20656796,0,"3299606,48","3299606,48",0,0,0,0
15009,15,RIO CAETES,539914,Norte,"0,7295862674",Muito Alta,"0,5797190918",Muito Baixa,1,"0,9859273884",Muito Alta,1,"124,0938372",Alta,"0,8","86,63293435",Alta,"0,8","8,805932428",Baixa,"0,4","0,8150426136",,Muito Baixa,"973,1254757",Baixa,"0,4",45137750,"83,60174028",Baixa,"158,7289828",Média,"1,539515552",Alta,"0,7221460143",Alta,532316,"149167828,8","276,2807202","52555871,68","97,34119078",Alta,44118979,1018771,25268691,24249920,1018771,12449004,12449004,0,6920000,6920000,0,500055,500055,0
15010,15,TAPAJOS,268410,Norte,"0,5023965575",Baixa,"1,015688089",Completa,"0,2","0,9303639954",Alta,"0,8","80,84646623",Baixa,"0,4","89,08804591",Alta,"0,8","15,60006192",Muito Alta,1,"0,6814637002",,Muito Baixa,"901,9358006",Baixa,"0,4",14762762,"55,00078984",Muito Baixa,"138,9665065",Baixa,"1,038184121",Baixa,"0,616507177",Baixa,249719,"48062715,59","179,064549","16933798,22","63,08929703",Baixa,14762762,0,8100000,8100000,0,4489460,4489460,0,2173302,2173302,0,0,0,0
15011,15,TOCANTINS,764842,Norte,"0,4313736693",Muito Baixa,"0,9949203236",Alta,"0,4","0,9377688464",Alta,"0,8","74,13295818",Baixa,"0,4","73,64114065",Média,"0,6","10,43069694",Média,"0,6","0,7402554559",,Muito Baixa,"768,0263509",Muito Baixa,"0,2",22882027,"29,91732541",Muito Baixa,"195,8574451",Alta,"0,9866612974",Baixa,"0,552796265",Muito Baixa,717245,"131914798,2","172,4732667","46477161,09","60,76700952",Baixa,19592454,3289573,20189777,16900204,3289573,1751250,1751250,0,941000,941000,0,0,0,0
15012,15,XINGU,401229,Norte,"0,2544990517",Muito Baixa,"1,12737363",Completa,"0,2","0,9788425064",Muito Alta,1,"79,75495291",Baixa,"0,4","48,40387185",Muito Baixa,"0,2","8,704226943",Muito Baixa,"0,2","0,764292837",,Muito Baixa,"1039,057802",Baixa,"0,4",27834768,"69,37376909",Baixa,"163,9961219",Média,"0,9202674782",Muito Baixa,"0,6633713994",Média,392740,"74928725,58","186,7480306","26399422,17","65,796396",Média,27702425,132343,16247140,16247140,0,9787628,9655285,132343,1800000,1800000,0,0,0,0
15013,15,MARAJO I,247452,Norte,"0,3781541471",Muito Baixa,"0,9919887538",Alta,"0,4","0,9951424923",Muito Alta,1,"62,63841068",Muito Baixa,"0,2","71,0630995",Média,"0,6","9,431341534",Baixa,"0,4","0,6880384088",,Muito Baixa,"737,3567972",Muito Baixa,"0,2",25761529,"104,1071763",Média,"153,5651359",Média,"0,7440028773",Muito Baixa,"0,4988439306",Muito Baixa,246250,"44886833,62","181,3961238","15814848,86","63,91077406",Baixa,25761529,0,15460000,15460000,0,6749809,6749809,0,3551720,3551720,0,0,0,0
15014,15,MARAJO II,346804,Norte,"0,4776789195",Baixa,"1,056104229",Completa,"0,2","0,9951644156",Muito Alta,1,"53,34425208",Muito Baixa,"0,2","98,51058002",Muito Alta,1,"11,04004917",Alta,"0,8","0,559446391",,Muito Baixa,"805,0268385",Muito Baixa,"0,2",43273155,"124,7769778",Média,"188,0024452",Alta,"0,7136595887",Muito Baixa,"0,4062171497",Muito Baixa,345127,"67232008,68","193,8616875","23687660,06","68,30273026",Média,41556191,1716964,26358575,26160755,197820,11299814,11299814,0,4095622,4095622,0,1519144,0,1519144
16001,16,AREA CENTRAL,542885,Norte,"0,6303835987",Média,"0,8305599179",Média,"0,6","0,9005479982",Média,"0,6","106,6524218",Média,"0,6","79,3864244",Alta,"0,8","12,30422653",Muito Alta,1,"0,7060405967",,Muito Baixa,"900,1154592",Baixa,"0,4",61459706,"113,2094385",Média,"144,0452398",Baixa,"0,4612726452",Muito Baixa,"0,5476488244",Muito Baixa,488894,"69777019,1","128,5300185","24584336,26","45,2846114",Muito Baixa,57809763,3649943,54540751,48893899,5646852,8915864,8915864,0,0,0,0,0,0,0
16002,16,AREA NORTE,68133,Norte,"0,7699026903",Muito Alta,"0,5635591699",Muito Baixa,1,"0,9870547312",Muito Alta,1,"83,65990049",Baixa,"0,4","85,93983977",Alta,"0,8","12,68681308",Muito Alta,1,"0,7084124245",,Muito Baixa,"989,5707344",Baixa,"0,4",14813702,"217,4233044",Muito Alta,"130,6268622",Baixa,"1,447507082",Média,"0,5633423181",Baixa,67251,"16520054,92","242,4677457","5820463,389","85,42796279",Média,12995059,1818643,13688656,11870013,1818643,1125046,1125046,0,0,0,0,0,0,0
16003,16,AREA SUDOESTE,191819,Norte,"0,7073514094",Alta,"0,77510716",Baixa,"0,8","0,955880283",Alta,"0,8","104,7862829",Média,"0,6","91,91566504",Muito Alta,1,"12,27625814",Alta,"0,8","0,7789012471",,Muito Baixa,"745,2609061",Muito Baixa,"0,2","42712835,29","222,6725991",Muito Alta,"205,9232923",Alta,"0,7574171485",Muito Baixa,"0,5584370678",Muito Baixa,183356,"39382543,73","205,3109636","13875538,25","72,33662074",Média,34585438,"8127397,29","35097697,29",26970300,"8127397,29",7615138,7615138,0,0,0,0,0,0,0
17001,17,MEDIO NORTE ARAGUAIA,290868,Norte,"0,608893725",Média,"0,6898681951",Muito Baixa,1,"0,92256625",Alta,"0,8","124,4550793",Muito Alta,1,"45,48263115",Muito Baixa,"0,2","7,267164349",Muito Baixa,"0,2","0,8659334397",,Baixa,"1314,500498",Alta,"0,8",30297451,"104,1622007",Média,"197,3403743",Alta,"1,837489858",Muito Alta,"0,742502343",Alta,268345,62840411,"216,0444291","22140381,1","76,11831173",Média,27478853,2818598,21430741,18612143,2818598,5690710,5690710,0,3176000,3176000,0,0,0,0
17002,17,BICO DO PAPAGAIO,203285,Norte,"0,6829997294",Alta,"0,5755791012",Muito Baixa,1,"0,9757138992",Muito Alta,1,"111,6658878",Alta,"0,8","73,8502288",Média,"0,6","8,320035322",Muito Baixa,"0,2","0,9604347826",,Muito Alta,"1263,216979",Alta,"0,8",33995616,"167,2313058",Alta,"113,6335686",Muito Baixa,"2,472154856",Muito Alta,"0,7884080985",Alta,198348,"63376226,69","311,7604678","22329163,5","109,8416681",Muito Alta,32095776,1899840,23128592,21228752,1899840,8817024,8817024,0,2050000,2050000,0,0,0,0
17003,17,SUDESTE,89401,Norte,"0,9544859677",Muito Alta,"0,6589473684",Muito Baixa,1,"0,9544859677",Alta,"0,8","135,3452422",Muito Alta,1,"148,5246968",Muito Alta,1,"13,99617382",Muito Alta,1,"0,9611711712",,Muito Alta,"1416,140013",Muito Alta,1,18799456,"210,2823906",Muito Alta,"167,7833581",Média,"2,284258565",Muito Alta,"0,7481481481",Alta,85332,"30852478,5","345,1021633","10870164,93","121,5888517",Muito Alta,15034393,3765063,10442718,8863643,1579075,3970750,3970750,0,2200000,2200000,0,2185988,0,2185988
17004,17,CERRADO TOCANTINS ARAGUAIA,156129,Norte,"0,776313305",Muito Alta,"0,5570322581",Muito Baixa,1,"0,9467235427",Alta,"0,8","110,805808",Alta,"0,8","77,96033393",Alta,"0,8","9,735685163",Média,"0,6","0,890575304",,Média,"1277,762523",Alta,"0,8",35163546,"225,2211056",Muito Alta,"208,801696",Alta,"2,705551179",Muito Alta,"0,7845410628",Alta,147811,"45750509,45","293,0301831","16119145,28","103,2424808",Muito Alta,33051597,2111949,26034537,24227388,1807149,5807688,5502888,304800,3321321,3321321,0,0,0,0
17005,17,ILHA DO BANANAL,184058,Norte,"0,6617570548",Alta,"0,6248507707",Muito Baixa,1,"0,9191070206",Média,"0,6","131,4802943",Muito Alta,1,"54,68015166",Baixa,"0,4","7,836480056",Muito Baixa,"0,2","0,8470937633",,Baixa,"1391,048391",Muito Alta,1,34253238,"186,1002401",Alta,"162,9921003",Média,"2,187587608",Muito Alta,"0,7618839948",Alta,169169,"48003283,8","260,8052016","16912858,79","91,88874586",Alta,31457897,2795341,20458453,17663112,2795341,10882691,10882691,0,2912094,2912094,0,0,0,0
17006,17,CAPIM DOURADO,398580,Norte,"0,4579838928",Baixa,"0,9576990528",Alta,"0,4","0,84811832",Média,"0,6","93,58221687",Média,"0,6","95,721833",Muito Alta,1,"7,304264546",Muito Baixa,"0,2","0,8134347826",,Muito Baixa,"1217,817785",Média,"0,6",15114932,"37,92195293",Muito Baixa,"139,495208",Baixa,"2,028880024",Muito Alta,"0,8023025724",Muito Alta,338043,"67931555,07","170,4339281","23934129,23","60,04849523",Baixa,14715173,399759,11958159,11530400,427759,2100000,2100000,0,1084773,1084773,0,0,0,0
17007,17,CANTAO,132080,Norte,"0,7886291641",Muito Alta,"0,6706931217",Muito Baixa,1,"0,9617428831",Alta,"0,8","124,9242883",Muito Alta,1,"75,45836972",Média,"0,6","9,633241618",Média,"0,6","0,819376392",,Baixa,"1263,77492",Alta,"0,8",27246386,"206,2869927",Muito Alta,"218,8067838",Muito Alta,"2,092512114",Muito Alta,"0,8116107001",Muito Alta,127027,"33367799,53","252,633249","11756380,74","89,00954531",Alta,24897852,2348534,13324734,11833200,1491534,8860464,8860464,0,4204188,4204188,0,857000,0,857000
17008,17,AMOR PERFEITO,122941,Norte,"0,7391667548",Muito Alta,"0,5889824561",Muito Baixa,1,"0,9476496856",Alta,"0,8","143,9714985",Muito Alta,1,"76,6388227",Média,"0,6","9,035880733",Baixa,"0,4","0,8811988304",,Média,"1358,745501",Alta,"0,8",17940756,"145,9298037",Alta,"143,9714985",Baixa,"2,332622965",Muito Alta,"0,8093806374",Muito Alta,116505,"31265374,95","254,3120273","11015639,55","89,60102445",Alta,16740875,1199881,14493445,13793536,699909,2147339,2147339,0,800000,800000,0,499972,0,499972
21001,21,ACAILANDIA,267609,Nordeste,"0,725871103",Alta,"0,6820138823",Muito Baixa,1,"0,9306039782",Alta,"0,8","121,4458408",Média,"0,6","128,0094214",Muito Alta,1,"8,560464078",Baixa,"0,4","0,8170336788",,Muito Baixa,"1354,062032",Alta,"0,8",16986087,"63,47352668",Muito Baixa,"219,3498724",Muito Alta,"1,050977359",Muito Baixa,"0,6844516303",Muito Baixa,249038,"60501761,03","226,0826842","21316411,28","79,65506124",Baixa,16986087,0,10487897,10487897,0,3900000,3900000,0,2598190,2598190,0,0,0,0
