id,uf_id,name,populacao,regiao,INEAB,INEAB_FAIXA,COBERTURA_AB,FAIXA_COBERTURA_AB,NOTA_COBERTURA_AB,PORCENTAGEM_POP_SUS,PORCENTAGEM_POP_SUS_FAIXA,PORCENTAGEM_POP_SUS_NOTA,MORT_DCNT,MORT_DCNT_FAIXA,MORT_DCNT_NOTA,MORT_MAT,MORT_MAT_FAIXA,NOTA_MORT_MAT,MORT INF,MORT_INF_FAIXA,MORT_INF_NOTA,VACINACAO,OBS,VACINAÇÃO_FAIXA,DESPESA SAUDE_PER CAPITA,FAIXA_DESP_SAUDE_P,NOTA_DESP_SAUDE_P,EMENDAS_TOTAL,EMENDAS_PERCAP,FAIXA_EMENDAS_P,ICSAP,ICSAP_FAIXA,CONSULTAS_APS_HAB,FAIXA_CONSULTAS_APS_HAB,PRE_NATAL,PRE_NATAL_FAIXA,POP_SUS,TETO_EMENDAS_MS,TETO_EMENDAS_PERCAP,TETO EMENDAS_AJUSTADO,TETO_AJUSTADO_PERCAP,FAIXA_TETO_AJUSTADO_PERCAP,EMENDAS_CUSTEIO,EMENDAS_INVESTIMENTO,EMENDAS_IND_24,EMENDAS_IND_24_CUSTEIO,EMENDAS_IND_24_INVES,EMENDAS_COMISS_24,EMENDAS_COMISS_24_CUSTEIO,EMENDAS_COMISS_24_INVEST,EMENDAS_BANC_24,EMENDAS_BANC_24_CUSTEIO,EMENDAS_BANC_24_INVES,EMENDAS_REL_24,EMENDAS_REL_24_CUSTEIO,EMENDAS_REL_24_INVES
23015,23,15ª REGIAO CRATEUS,303027,Nordeste,"0,7441843796",Alta,"0,6009640288",Muito Baixa,1,"0,9791899732",Muito Alta,1,"127,7113921",Alta,"0,8","68,9461484",Alta,"0,8","8,100833278",Baixa,"0,4","1,014051857",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1252,656527",Média,"0,6",45765111,"151,0265125",Alta,"171,2718669",Alta,"2,315232636",Muito Alta,"0,8732057416",Muito Alta,296721,"72678247,93","239,8408324","25606517,86","84,50243002",Média,45070847,694264,26065511,25371247,694264,13250001,13250001,0,6449599,6449599,0,0,0,0
23016,23,16ª REGIAO CAMOCIM,159678,Nordeste,"0,6705204223",Média,"0,6547761194",Muito Baixa,1,"0,9860594446",Muito Alta,1,"111,4743421",Baixa,"0,4","98,99575092",Muito Alta,1,"6,89099825",Muito Baixa,"0,2","1,077424835",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1238,609523",Média,"0,6",17915329,"112,1966019",Média,"125,2520698",Baixa,"2,305915655",Muito Alta,"0,8597981944",Muito Alta,157452,"38293342,98","239,8160234","13491783,29","84,49368911",Média,17915329,0,5900000,5900000,0,7205008,7205008,0,4810321,4810321,0,0,0,0
23017,23,17ª REGIAO ICO,164888,Nordeste,"0,8059759352",Muito Alta,"0,6375487257",Muito Baixa,1,"0,9828974819",Muito Alta,1,"141,3080394",Alta,"0,8","103,2027583",Muito Alta,1,"7,938617716",Baixa,"0,4","1,033098309",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1312,918747",Alta,"0,8",20037808,"121,5237495",Média,"179,5157925",Muito Alta,"1,973115084",Alta,"0,8810143043",Muito Alta,162068,"44380321,09","269,1543417","15636390,76","94,83037434",Alta,20037808,0,10545525,10545525,0,8792283,8792283,0,700000,700000,0,0,0,0
23018,23,18ª REGIAO IGUATU,296018,Nordeste,"0,7534895175",Muito Alta,"0,5936512529",Muito Baixa,1,"0,966012202",Alta,"0,8","129,7218412",Alta,"0,8","75,115911",Alta,"0,8","7,993752745",Baixa,"0,4","1,088904144",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1355,897347",Alta,"0,8",19545335,"66,02752198",Muito Baixa,"134,1134661",Baixa,"1,978805343",Alta,"0,8732394366",Muito Alta,285957,"82540471,06","278,8359865","29081246,54","98,24148039",Alta,19545335,0,6334290,6334290,0,12681045,12681045,0,530000,530000,0,0,0,0
23019,23,19ª REGIAO BREJO SANTO,217415,Nordeste,"0,6616750454",Média,"0,5675477319",Muito Baixa,1,"0,9730515374",Muito Alta,1,"117,7471656",Baixa,"0,4","66,71239473",Alta,"0,8","7,438295098",Muito Baixa,"0,2","1,081957328",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1435,682912",Muito Alta,1,14478243,"66,5926592",Baixa,"250,6726767",Muito Alta,"2,148950164",Alta,"0,8616274267",Muito Alta,211556,"62098818,54","285,6234323","21879097,96","100,6328816",Alta,13678328,799915,8979915,8180000,799915,4921007,4921007,0,577321,577321,0,0,0,0
23020,23,20ª REGIAO CRATO,347651,Nordeste,"0,5626573777",Baixa,"0,6551676824",Muito Baixa,1,"0,9377622961",Alta,"0,8","125,4131298",Média,"0,6","52,94958242",Baixa,"0,4","6,874321158",Muito Baixa,"0,2","1,100113289",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1275,73135",Média,"0,6",35710543,"102,7195176",Baixa,"130,8783809",Baixa,"2,017494556",Alta,"0,875340094",Muito Alta,326014,"84811944,61","243,9571427","29881548,28","85,95271775",Média,33484747,2225796,19873137,18279658,1593479,13837406,13205089,632317,2000000,2000000,0,0,0,0
23021,23,21ª REGIAO JUAZEIRO DO NORTE,483137,Nordeste,"0,404680453",Muito Baixa,"0,8298832648",Média,"0,6","0,8797401151",Média,"0,6","116,1161327",Baixa,"0,4","48,98332222",Baixa,"0,4","7,503909726",Muito Baixa,"0,2","1,153537834",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1339,115378",Alta,"0,8",12873189,"26,64500752",Muito Baixa,"153,3726459",Média,"1,483912431",Média,"0,8062259531",Média,425035,"93676626,47","193,8924704","33004816,12","68,3135759",Muito Baixa,11799189,1074000,8923179,7849179,1074000,3950010,3950010,0,0,0,0,0,0,0
23022,23,22ª REGIAO CASCAVEL,357378,Nordeste,"0,4719036986",Muito Baixa,"0,7492972973",Baixa,"0,8","0,9438073972",Alta,"0,8","118,3620704",Baixa,"0,4","26,50766194",Muito Baixa,"0,2","8,199378591",Baixa,"0,4","1,057680848",O percentual da região de saúde foi obtido a partir da soma do total de vacinados e da população-alvo dos municípios da Região de Saúde,Muito Alta,"1165,643331",Média,"0,6",24560091,"68,72300757",Baixa,"102,1327558",Muito Baixa,"2,071269076",Alta,"0,8577728776",Alta,337296,"71723340,82","200,6932179","25270078,19","70,70966368",Muito Baixa,24360134,199957,14603240,14403283,199957,6000022,6000022,0,3956829,3956829,0,0,0,0
24001,24,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,395062,Nordeste,"0,7303550329",Alta,"0,5616513696",Muito Baixa,1,"0,9609934643",Alta,"0,8","122,2592909",Média,"0,6","72,33281272",Alta,"0,8","9,274004338",Média,"0,6","0,9338111111",,Alta,"1265,297464",Média,"0,6",63951525,"161,8771864",Alta,"122,7655406",Baixa,"2,392419418",Muito Alta,"0,7921483622",Baixa,379652,"118788837,2","300,6840373","41852529,01","105,9391412",Muito Alta,57573829,6377696,35936832,30557728,5379104,10095928,9796000,299928,17918765,17220101,698664,0,0,0
24002,24,2ª REGIAO DE SAUDE - MOSSORO,470108,Nordeste,"0,4533206838",Muito Baixa,"0,818826445",Média,"0,6","0,809501221",Baixa,"0,4","147,2002178",Muito Alta,1,"26,48927677",Muito Baixa,"0,2","7,511028914",Muito Baixa,"0,2","0,81603908",,Muito Baixa,"1586,343167",Muito Alta,1,24779992,"52,71127486",Muito Baixa,"144,86033",Média,"1,553202668",Média,"0,7963621158",Média,380553,"87450208,23","186,0215274","30811080,1","65,54042923",Muito Baixa,22499639,2280353,10648000,8500000,2148000,1032353,900000,132353,12399655,12399655,0,699984,699984,0
24003,24,3ª REGIAO DE SAUDE - JOAO CAMARA,350450,Nordeste,"0,7560428021",Muito Alta,"0,5983546138",Muito Baixa,1,"0,9450535026",Alta,"0,8","126,1235554",Alta,"0,8","77,07755831",Alta,"0,8","8,315016411",Baixa,"0,4","0,8582944785",,Baixa,"1532,142288",Muito Alta,1,46562593,"132,8651534",Alta,"134,6839777",Baixa,"2,009710372",Alta,"0,7786511156",Baixa,331194,"94062990,2","268,4063068","33140942,54","94,56682135",Alta,44477919,2084674,32124302,30209615,1914687,855323,855323,0,13412981,13412981,0,169987,0,169987
24004,24,4ª REGIAO DE SAUDE - CAICO,306280,Nordeste,"0,7262903226",Alta,"0,6190688842",Muito Baixa,1,"0,9556451613",Alta,"0,8","125,3754734",Média,"0,6","80,08839628",Alta,"0,8","8,165538525",Baixa,"0,4","0,9199669361",,Alta,"1428,446572",Muito Alta,1,35038371,"114,3998008",Média,"143,332898",Média,"2,417229333",Muito Alta,"0,8780967361",Muito Alta,292695,"75816007,2","247,5382238","26712035,55","87,21442977",Média,32178434,2859937,21479943,19333259,2146684,2232076,1998772,233304,11326352,10846403,479949,0,0,0
24005,24,5ª REGIAO DE SAUDE - SANTA CRUZ,191229,Nordeste,"0,6372969581",Média,"0,5759751553",Muito Baixa,1,"0,9656014517",Alta,"0,8","132,8250422",Alta,"0,8","29,73573394",Muito Baixa,"0,2","8,394530155",Baixa,"0,4","0,9830761573",,Muito Alta,"1348,018494",Alta,"0,8",37701813,"197,1553112",Muito Alta,"156,8799711",Alta,"2,282556516",Muito Alta,"0,8491004063",Alta,184651,"56188226,03","293,8269092","19796635,92","103,523189",Muito Alta,36172624,1529189,22762218,21932717,829501,5050595,4550635,499960,9889000,9689272,199728,0,0,0
24006,24,6ª REGIAO DE SAUDE - PAU DOS FERROS,249873,Nordeste,"0,7833419377",Muito Alta,"0,5583214335",Muito Baixa,1,"0,9791774221",Muito Alta,1,"142,0721727",Muito Alta,1,"63,74617961",Média,"0,6","8,030931446",Baixa,"0,4","0,8681560857",,Baixa,"1701,353221",Muito Alta,1,52373077,"209,5987842",Muito Alta,"165,6841676",Alta,"2,55773533",Muito Alta,"0,8557446809",Alta,244670,"76640006,72","306,7158385","27002352,93","108,0643084",Muito Alta,47879550,4493527,29256467,24894560,4361907,3227228,3095608,131620,19639470,19639470,0,249912,249912,0
24007,24,7ª REGIAO DE SAUDE - METROPOLITANA,1331299,Nordeste,"0,3362039031",Muito Baixa,"1,160383777",Completa,"0,2","0,6465459675",Muito Baixa,"0,2","137,9104168",Alta,"0,8","67,6853681",Alta,"0,8","7,418477131",Muito Baixa,"0,2","0,7664040714",,Muito Baixa,"1432,632455",Muito Alta,1,"24661045,03","18,52404684",Muito Baixa,"108,9161789",Muito Baixa,"0,9247764777",Muito Baixa,"0,7445376935",Baixa,860746,"136518063,8","102,5450059","48099016,41","36,12938672",Muito Baixa,19241132,"5419913,03",13485908,8181066,5304842,6060000,6060000,0,"5115137,03",5000066,"115071,03",0,0,0
24008,24,8ª REGIAO DE SAUDE - ACU,151770,Nordeste,"0,827491072",Muito Alta,"0,5951732523",Muito Baixa,1,"0,9403307637",Alta,"0,8","135,0728075",Alta,"0,8","151,0399552",Muito Alta,1,"9,037696105",Média,"0,6","0,8556436271",,Baixa,"1511,144285",Muito Alta,1,17429401,"114,8408842",Média,"138,3672663",Média,"1,947090993",Alta,"0,7605540897",Baixa,142714,"39335937,27","259,1812432","13859117,54","91,31658124",Média,16709287,720114,8870205,8550066,320139,2995118,2995118,0,5564078,5164103,399975,0,0,0
25001,25,1ª REGIAO MATA ATLANTICA,1413337,Nordeste,"0,4644578045",Muito Baixa,"0,9732688387",Alta,"0,4","0,7740963408",Baixa,"0,4","143,6317028",Muito Alta,1,"46,57288126",Baixa,"0,4","9,158739901",Média,"0,6","0,6449621279",,Muito Baixa,"1276,184478",Alta,"0,8",53207871,"37,64698087",Muito Baixa,"131,320414",Baixa,"1,135893987",Muito Baixa,"0,6960660699",Muito Baixa,1094059,"222231782,8","157,239061","78298284,24","55,39958569",Muito Baixa,52526350,681521,17320640,16639119,681521,24539000,24539000,0,11348231,11348231,0,0,0,0
25002,25,2ª REGIAO,300389,Nordeste,"0,6396609729",Média,"0,6098219667",Muito Baixa,1,"0,9691832923",Muito Alta,1,"116,5155848",Baixa,"0,4","66,05979318",Alta,"0,8","8,68153466",Baixa,"0,4","0,9073106689",,Alta,"1088,817038",Baixa,"0,4",51323628,"170,8572151",Alta,"135,1580784",Baixa,"2,292653859",Muito Alta,"0,8362676056",Alta,291132,"87031277,03","289,7285754","30663479,28","102,0792349",Alta,48838400,2485228,27397140,25334455,2062685,12556931,12134388,422543,11369557,11369557,0,0,0,0
25003,25,3ª REGIAO,196705,Nordeste,"0,6379323352",Média,"0,6037902299",Muito Baixa,1,"0,9665641443",Alta,"0,8","122,5184922",Média,"0,6","71,52148691",Alta,"0,8","6,88312949",Muito Baixa,"0,2","0,8856431356",,Média,"1021,853759",Baixa,"0,4","35240279,3","179,1529412",Muito Alta,"137,7697567",Baixa,"2,584392873",Muito Alta,"0,7613843352",Baixa,190128,"57824612,8","293,9661564","20373179,36","103,5722496",Muito Alta,34577635,"662644,3","18920676,3",18258032,"662644,3",10073931,10073931,0,6245672,6245672,0,0,0,0
25004,25,4ª REGIAO,108291,Nordeste,"0,848484731",Muito Alta,"0,5340278129",Muito Baixa,1,"0,9866101523",Muito Alta,1,"114,506284",Baixa,"0,4","112,7397472",Muito Alta,1,"10,7352877",Muito Alta,1,"0,9517825312",,Muito Alta,"1381,319121",Alta,"0,8",19823005,"183,0531161",Muito Alta,"149,5969194",Média,"2,705072444",Muito Alta,"0,8627819549",Muito Alta,106841,"33207542,28","306,6509893","11699917,77","108,0414602",Muito Alta,18879430,943575,11334774,10485000,849774,6288801,6195000,93801,2199430,2199430,0,0,0,0
25005,25,5ª REGIAO,115220,Nordeste,"0,6663728519",Média,"0,6488571429",Muito Baixa,1,"0,9799600764",Muito Alta,1,"141,4684951",Muito Alta,1,0,Muito Baixa,"0,2","5,648208873",Muito Baixa,"0,2","0,9003025719",,Alta,"1719,555271",Muito Alta,1,26522535,"230,1903749",Muito Alta,"183,9958341",Muito Alta,"2,227955216",Muito Alta,"0,849198869",Alta,112911,"36054187,85","312,9160549","12702868,21","110,2488128",Muito Alta,25878911,643624,14481767,13931951,549816,5184690,5090882,93808,6856078,6856078,0,0,0,0
25006,25,6ª REGIAO,235383,Nordeste,"0,7116459557",Alta,"0,6141797798",Muito Baixa,1,"0,961683724",Alta,"0,8","133,3996083",Alta,"0,8","47,81997549",Baixa,"0,4","9,461666437",Média,"0,6","0,8775193798",,Média,"1427,463039",Alta,"0,8",40641481,"172,6610715",Alta,"117,2557067",Muito Baixa,"2,620422885",Muito Alta,"0,8251567687",Alta,226364,"62463847,06","265,3711061","22007707,41","93,49743783",Alta,38303460,2338021,19505725,17345458,2160267,10962066,10784312,177754,10173690,10173690,0,0,0,0
25007,25,7ª REGIAO,144970,Nordeste,"0,9477491895",Muito Alta,"0,5625873016",Muito Baixa,1,"0,987238739",Muito Alta,1,"126,2330137",Alta,"0,8","125,1712647",Muito Alta,1,"11,1479245",Muito Alta,1,"0,968708166",,Muito Alta,"1585,907013",Muito Alta,1,31666816,"218,4370284",Muito Alta,"155,2045251",Média,"2,453369663",Muito Alta,"0,843079922",Alta,143120,"48371537,56","333,665845","17042604,57","117,5595266",Muito Alta,30498291,1168525,14624017,13587810,1036207,10153901,10021583,132318,6888898,6888898,0,0,0,0
25008,25,8ª REGIAO,117595,Nordeste,"0,7474168119",Muito Alta,"0,6481771429",Muito Baixa,1,"0,9834431736",Muito Alta,1,"133,5090778",Alta,"0,8","76,35555369",Alta,"0,8","7,473914209",Muito Baixa,"0,2","0,8767282958",,Média,"1430,062623",Muito Alta,1,16104587,"136,9495897",Alta,"147,9654747",Média,"2,353858582",Muito Alta,"0,8227513228",Média,115648,"32389642,68","275,4338423","11411749,56","97,04281269",Alta,13975789,2128798,10978640,8849842,2128798,1992648,1992648,0,3133299,3133299,0,0,0,0
25009,25,9ª REGIAO,179110,Nordeste,"0,7910566691",Muito Alta,"0,5543817527",Muito Baixa,1,"0,964703255",Alta,"0,8","114,4548043",Baixa,"0,4","76,23712403",Alta,"0,8","13,22892874",Muito Alta,1,"1,000471698",,Muito Alta,"1336,013641",Alta,"0,8",31254366,"174,4981631",Alta,"223,3264474",Muito Alta,"2,412958517",Muito Alta,"0,845659164",Alta,172788,"50039593,47","279,379116","17630305,91","98,43283965",Alta,29042302,2212064,15602634,13390570,2212064,6781284,6781284,0,8870448,8870448,0,0,0,0
25010,25,10ª REGIAO,117220,Nordeste,"0,7448194847",Alta,"0,5489733656",Muito Baixa,1,"0,9548967753",Alta,"0,8","135,6423818",Alta,"0,8","48,19558315",Baixa,"0,4","10,35536872",Alta,"0,8","0,8012345679",,Muito Baixa,"1357,247511",Alta,"0,8",11775269,"100,4544361",Baixa,"136,4954786",Baixa,"2,03676847",Alta,"0,8614506927",Muito Alta,111933,"34707484,45","296,0884188","12228388,08","104,3199802",Muito Alta,11390761,384508,5249308,4950000,299308,3416695,3331495,85200,3109266,3109266,0,0,0,0
25011,25,11ª REGIAO,79744,Nordeste,"0,5549578652",Baixa,"0,5307891156",Muito Baixa,1,"0,9909961878",Muito Alta,1,"99,06701445",Muito Baixa,"0,2","37,36920777",Muito Baixa,"0,2","8,213544008",Baixa,"0,4","0,9630939227",,Muito Alta,"1466,124235",Muito Alta,1,13936598,"174,7667285",Alta,"130,4173355",Baixa,"1,980123896",Alta,"0,8740554156",Muito Alta,79026,"25635691,33","321,4748612","9032149,324","113,2643124",Muito Alta,13242822,693776,4954776,4354801,599975,3287592,3193791,93801,5694230,5694230,0,0,0,0
25012,25,12ª REGIAO,179368,Nordeste,"0,7043691182",Alta,"0,5836597838",Muito Baixa,1,"0,978290442",Muito Alta,1,"131,5730788",Alta,"0,8","31,42296303",Muito Baixa,"0,2","10,43335075",Alta,"0,8","0,8876260312",,Média,"1169,398618",Média,"0,6",31823457,"177,4199244",Alta,"144,3958789",Média,"2,603792204",Muito Alta,"0,7956499747",Média,175474,"55419880,22","308,9730622","19525926,85","108,8595895",Muito Alta,31423467,399990,15526132,15526132,0,9651000,9651000,0,6246335,6246335,0,399990,0,399990
25013,25,13ª REGIAO,60343,Nordeste,"0,6130672986",Média,"0,5752118227",Muito Baixa,1,"0,9288898464",Alta,"0,8","140,8614089",Alta,"0,8",0,Muito Baixa,"0,2","8,218019291",Baixa,"0,4","0,8730769231",,Média,"1353,463841",Alta,"0,8",8361106,"138,5596672",Alta,"222,0638682",Muito Alta,"2,540228361",Muito Alta,"0,8140794224",Média,56052,"18144303,97","300,6861437","6392730,383","105,9398834",Muito Alta,8077658,283448,4808448,4525000,283448,2052658,2052658,0,1500000,1500000,0,0,0,0
25014,25,14ª REGIAO,158867,Nordeste,"0,6445912619",Média,"0,6513731343",Muito Baixa,1,"0,9766534271",Muito Alta,1,"124,0030969",Média,"0,6","42,84137984",Baixa,"0,4","8,965912861",Média,"0,6","0,8891017173",,Média,"1102,007197",Baixa,"0,4",27329743,"172,0290746",Alta,"107,0077486",Muito Baixa,"2,172603499",Alta,"0,7967032967",Média,155158,"42687074,29","268,6969244","15039813,99","94,66921383",Alta,26040085,1289658,14968102,13678444,1289658,5552615,5552615,0,6809026,6809026,0,0,0,0
25015,25,15ª REGIAO,158115,Nordeste,"0,7776618284",Muito Alta,"0,6138873239",Muito Baixa,1,"0,9720772855",Muito Alta,1,"125,2253107",Média,"0,6","69,26108396",Alta,"0,8","10,09526426",Alta,"0,8","0,8654929577",,Baixa,"1238,376792",Média,"0,6",27856468,"176,1785283",Alta,"155,5829618",Média,"2,342661987",Muito Alta,"0,7506547931",Baixa,153700,"45680162,28","288,9046724","16094360,07","101,7889515",Alta,27157906,698562,14154792,13550000,604792,8052392,7958622,93770,5649284,5649284,0,0,0,0
25016,25,16ª REGIAO,580383,Nordeste,"0,683854627",Média,"0,5669340424",Muito Baixa,1,"0,8548182838",Média,"0,6","143,8705131",Muito Alta,1,"46,20574896",Baixa,"0,4","8,867527316",Média,"0,6","0,7645775237",,Muito Baixa,"1460,637885",Muito Alta,1,37641922,"64,85703751",Muito Baixa,"180,7427164",Muito Alta,"1,701209374",Média,"0,7141587678",Muito Baixa,496122,"101903455,8","175,5796703","35903351,21","61,86147977",Muito Baixa,37069477,572445,17548463,17398465,149998,12510455,12088008,422447,7589000,7589000,0,0,0,0
26001,26,AFOGADOS DA INGAZEIRA,192994,Nordeste,"0,8286313564",Muito Alta,"0,5937078652",Muito Baixa,1,"0,9864659005",Muito Alta,1,"155,9633978",Muito Alta,1,"58,81623126",Média,"0,6","9,813375771",Alta,"0,8","0,9333333333",,Alta,"1271,322554",Média,"0,6",30347294,"157,2447537",Alta,"193,2702571",Muito Alta,"2,166683938",Alta,"0,9166666667",Muito Alta,190382,"55248582,56","286,2709854","19465574,04","100,8610322",Alta,30159294,188000,17378000,17190000,188000,6399918,6399918,0,6569376,6569376,0,0,0,0
26002,26,ARCOVERDE,436601,Nordeste,"0,6253163873",Média,"0,6893150585",Muito Baixa,1,"0,9770568551",Muito Alta,1,"121,392301",Média,"0,6","31,34417405",Muito Baixa,"0,2","10,14804021",Alta,"0,8","0,9090087519",,Alta,"979,5151735",Muito Baixa,"0,2",53071769,"121,5566822",Média,"175,6752733",Alta,"1,592870836",Média,"0,8658318426",Muito Alta,426584,"99191992,74","227,1914007","34948029,24","80,04569215",Baixa,53071769,0,30881337,30881337,0,13042726,13042726,0,9147706,9147706,0,0,0,0
26003,26,CARUARU,1407562,Nordeste,"0,4462364287",Muito Baixa,"0,8431231907",Média,"0,6","0,9296592264",Alta,"0,8","139,3899523",Alta,"0,8","35,50336305",Muito Baixa,"0,2","8,098045963",Baixa,"0,4","0,7978295141",,Muito Baixa,"865,895136",Muito Baixa,"0,2",91949683,"65,32549401",Muito Baixa,"149,1230937",Média,"1,406509269",Baixa,"0,8393026565",Alta,1308553,262851718,"186,7425506","92609789,06","65,79446523",Muito Baixa,88641476,3308207,62203139,59693681,2509458,18384147,17585398,798749,11362397,11362397,0,0,0,0
26004,26,GARANHUNS,563506,Nordeste,"0,6526301406",Média,"0,6910832689",Muito Baixa,1,"0,9597502067",Alta,"0,8","130,4333938",Alta,"0,8","54,71667986",Média,"0,6","8,782822977",Baixa,"0,4","0,8584757442",,Baixa,"986,5068392",Muito Baixa,"0,2",84975125,"150,7971965",Alta,"145,162607",Média,"1,820555593",Alta,"0,8597019203",Muito Alta,540825,"140869611,6","249,9877758","49632184,71","88,07747337",Média,84231802,743323,64552853,63941883,610970,11529527,11397174,132353,8892745,8892745,0,0,0,0
26005,26,GOIANA,314791,Nordeste,"0,7080394293",Alta,"0,6637899239",Muito Baixa,1,"0,9316308281",Alta,"0,8","160,4239003",Muito Alta,1,"65,06838567",Alta,"0,8","7,323282806",Muito Baixa,"0,2","0,9317879838",,Alta,"1172,571313",Média,"0,6",33472954,"106,3338977",Média,"121,9856984",Baixa,"2,367221426",Muito Alta,"0,8414268585",Alta,293269,"73769462,82","234,3442564","25990982,46","82,56583721",Baixa,33472954,0,26017392,26017392,0,7155562,7155562,0,300000,300000,0,0,0,0
26006,26,LIMOEIRO,592324,Nordeste,"0,5812845672",Baixa,"0,6724925101",Muito Baixa,1,"0,9688076121",Muito Alta,1,"148,9049912",Muito Alta,1,"31,09950495",Muito Baixa,"0,2","6,893123408",Muito Baixa,"0,2","0,9124389847",,Alta,"918,4595283",Muito Baixa,"0,2",77075433,"130,1237718",Média,"120,3733092",Baixa,"2,093729108",Alta,"0,8611486486",Muito Alta,573848,"141101720,8","238,2171258","49713963,07","83,93035411",Baixa,72933513,4141920,51113607,46971687,4141920,11622478,11622478,0,14339348,14339348,0,0,0,0
26007,26,OURICURI,354492,Nordeste,"0,6705008858",Média,"0,6813807004",Muito Baixa,1,"0,9860307144",Muito Alta,1,"109,7344933",Baixa,"0,4","39,42988534",Baixa,"0,4","12,65876864",Muito Alta,1,"0,8974790795",,Média,"877,7275129",Muito Baixa,"0,2",26743276,"75,44112702",Baixa,"161,3576611",Alta,"1,442136917",Média,"0,8748635073",Muito Alta,349540,"80973721,82","228,4218595","28529238,29","80,47921616",Baixa,26743276,0,15576657,15576657,0,9866619,9866619,0,1300000,1300000,0,0,0,0
26008,26,PALMARES,522560,Nordeste,"0,7212252756",Alta,"0,6682872742",Muito Baixa,1,"0,9746287508",Muito Alta,1,"167,8276179",Muito Alta,1,"63,0690304",Média,"0,6","8,786818825",Baixa,"0,4","0,8132621238",,Muito Baixa,"1096,69718",Baixa,"0,4",66811040,"127,8533374",Média,"163,0434783",Alta,"1,378511558",Baixa,"0,7977003833",Média,509302,"133740785,1","255,9338354","47120505,77","90,17243144",Média,66811040,0,45713647,45713647,0,14994785,14994785,0,6102608,6102608,0,0,0,0
26009,26,PETROLINA,564661,Nordeste,"0,41444789",Muito Baixa,"0,8951321148",Média,"0,6","0,8634331041",Média,"0,6","107,6752246",Muito Baixa,"0,2","32,82153014",Muito Baixa,"0,2","11,31359149",Muito Alta,1,"0,7226545455",,Muito Baixa,"719,6948579",Muito Baixa,"0,2",18115395,"32,08189515",Muito Baixa,"151,4182846",Média,"1,307823632",Baixa,"0,8358701167",Alta,487547,"94824394,02","167,9315448","33409205,76","59,16683772",Muito Baixa,18115395,0,12040000,12040000,0,6075395,6075395,0,0,0,0,0,0,0
26010,26,RECIFE,4193340,Nordeste,"0,3468231052",Muito Baixa,"1,131692817",Completa,"0,2","0,7225481359",Muito Baixa,"0,2","160,8979954",Muito Alta,1,"55,10595357",Média,"0,6","8,511325367",Baixa,"0,4","0,7387026868",,Muito Baixa,"961,7819053",Muito Baixa,"0,2",52477113,"12,51439497",Muito Baixa,"164,952043",Alta,"0,8701195229",Muito Baixa,"0,7210706866",Muito Baixa,3029890,"553874504,2","132,08433","195145009,5","46,53689172",Muito Baixa,52411609,65504,"26237583,2","26172079,2",65504,16626259,16626259,0,9676076,9676076,0,0,0,0
26011,26,SALGUEIRO,147246,Nordeste,"0,684659006",Média,"0,6242090142",Muito Baixa,1,"0,9780842943",Muito Alta,1,"116,132187",Baixa,"0,4","51,06931146",Baixa,"0,4","12,39772721",Muito Alta,1,"0,8784736308",,Média,"1052,454273",Baixa,"0,4",10985112,"74,60380588",Baixa,"156,2011871",Média,"1,767769583",Média,"0,8914074855",Muito Alta,144019,"37475332,91","254,5083256","13203576,16","89,67018565",Média,10895112,90000,8984218,8894218,90000,1295117,1295117,0,705777,705777,0,0,0,0
26012,26,SERRA TALHADA,248952,Nordeste,"0,50621421",Muito Baixa,"0,8068945578",Média,"0,6","0,9734888653",Muito Alta,1,"120,1034738",Média,"0,6","48,50089366",Baixa,"0,4","9,125371537",Média,"0,6","0,8763369397",,Média,"962,3325875",Muito Baixa,"0,2",21300974,"85,56257431",Baixa,"170,71564",Alta,"1,569314567",Média,"0,8333869411",Alta,242352,"53794212,98","216,0826705","18953160,19","76,13178521",Baixa,20132974,1168000,10804585,9636585,1168000,5496389,5496389,0,5000000,5000000,0,0,0,0
