id,uf_id,name,populacao,regiao,INEAB,INEAB_FAIXA,COBERTURA_AB,COBERTURA_AB_FAIXA,COBERTURA_AB_NOTA,PORCENTAGEM_POP_SUS,PORCENTAGEM_POP_SUS_FAIXA,PORCENTAGEM_POP_SUS_OBS,PORCENTAGEM_POP_SUS_NOTA,MORT_DCNT,MORT_DCNT_FAIXA,MORT_DCNT_NOTA,MORT_MAT,MORT_MAT_FAIXA,MORT_MAT_NOTA,MORT_INF,MORT_INF_FAIXA,MORT_INF_NOTA,VACINACAO,VACINACAO_FAIXA,VACINACAO_OBS,ORC_PERCAP,ORC_PERCAP_FAIXA,ORC_PERCAP_OBS,ORC_PERCAP_NOTA,EMENDAS_PERCAP,EMENDAS_PERCAP_FAIXA,EMENDAS_TOTAL
22004,22,ENTRE RIOS,1.242.736,Nordeste,"0,546576023",Média,"0,9806937233",Alta,"0,4","0,738616247",Baixa,,"0,4","140,1745825",Média,"0,6","122,1792394",Muito Alta,1,"13,04923002",Muito Alta,1,"0,8",Baixa,,"1407,536669",Muito Alta,Calculo realizado sem os municípios com informações do ano de 2023 indisponíveis,1,"66,05827384",Baixa,"  82.092.995,00 "
22005,22,PLANICIE LITORANEA,290.049,Nordeste,"0,562014005",Alta,"0,9929215158",Alta,"0,4","0,936690008",Alta,,"0,8","117,5663422",Muito Baixa,"0,2","94,06326561",Muito Alta,1,"9,924950194",Muito Alta,1,"0,81",Baixa,,"923,0650539",Baixa,,"0,4","76,73351744",Média,"  22.256.480,00 "
22006,22,SERRA DA CAPIVARA,157.353,Nordeste,"0,546647093",Média,"0,9965375557",Alta,"0,4","0,976155523",Muito Alta,,1,"119,4765908",Baixa,"0,4","64,69351448",Alta,"0,8","5,15085084",Média,"0,6","0,86",Média,,"1085,062671",Alta,,"0,8","217,2992126",Muito Alta,"  34.192.683,00 "
22007,22,TABULEIROS DO ALTO PARNAIBA,52.237,Nordeste,"0,376469935",Muito Baixa,"0,9871877002",Alta,"0,4","0,896356988",Média,,"0,6","112,9467619",Muito Baixa,"0,2","49,30966469",Média,"0,6","3,278470277",Muito Baixa,"0,2","0,89",Média,,"1468,103823",Muito Alta,,1,"158,1700902",Muito Alta,"  8.262.331,00 "
22008,22,VALE DO CANINDE,106.780,Nordeste,"0,545604046",Média,"0,9922777097",Alta,"0,4","0,974292939",Muito Alta,,1,"143,2852594",Alta,"0,8","58,79222785",Média,"0,6","3,539923929",Baixa,"0,4","0,96",Muito Alta,,"1187,709243",Alta,,"0,8","148,6002435",Muito Alta,"  15.867.534,00 "
22009,22,VALE DO RIO GUARIBAS,238.172,Nordeste,"0,644128781",Muito Alta,"0,9857519206",Alta,"0,4","0,947248207",Alta,,"0,8","157,0293737",Muito Alta,1,"49,76859859",Média,"0,6","8,078172231",Alta,"0,8","0,91",Alta,,"1169,39735",Alta,,"0,8","188,655816",Muito Alta,"  44.932.533,00 "
22010,22,VALE DO SAMBITO,102.678,Nordeste,"0,586472273",Alta,"0,9772025091",Alta,"0,4","0,977453788",Muito Alta,,1,"142,1920957",Alta,"0,8","40,20908725",Baixa,"0,4","6,458326235",Alta,"0,8","0,96",Muito Alta,,"1191,660706",Alta,,"0,8","184,9943415",Muito Alta,"  18.994.849,00 "
22011,22,VALE DOS RIOS PIAUI E ITAUEIRAS,206.599,Nordeste,"0,734332402",Muito Alta,"0,9961670941",Alta,"0,4","0,941451798",Alta,,"0,8","143,7567462",Alta,"0,8","97,67156053",Muito Alta,1,"11,75577388",Muito Alta,1,"0,9",Alta,,"1290,080711",Muito Alta,,1,"128,0476975",Alta,"  26.032.353,00 "
22012,22,CHAPADA VALE DO RIO ITAIM,127.442,Nordeste,"0,489104848",Baixa,"0,9863824262",Alta,"0,4","0,978209695",Muito Alta,,1,"110,638565",Muito Baixa,"0,2","106,4271436",Muito Alta,1,"2,722800077",Muito Baixa,"0,2","0,96",Muito Alta,,"1280,442498",Muito Alta,,1,"187,5888483",Muito Alta,"  23.906.698,00 "
23001,23,1ª REGIAO FORTALEZA,2.647.739,Nordeste,"0,442807210",Baixa,"0,9414757103",Alta,"0,4","0,615010014",Muito Baixa,,"0,2","141,4036655",Alta,"0,8","78,63009964",Alta,"0,8","11,67127086",Muito Alta,1,"0,85",Baixa,,"1091,063947",Alta,,"0,8","5,778318029",Muito Baixa,"  15.299.478,00 "
23002,23,2ª REGIAO CAUCAIA,612.449,Nordeste,"0,366896607",Muito Baixa,"0,8583348721",Média,"0,6","0,87356335",Média,,"0,6","122,4591762",Baixa,"0,4","32,15143441",Baixa,"0,4","2,5551837",Muito Baixa,"0,2","1,07",Muito Alta,Cálculo pela média dos municípios,"971,0584398",Baixa,,"0,4","31,38286679",Muito Baixa,"  18.880.780,00 "
23003,23,3ª REGIAO MARACANAU,518.814,Nordeste,"0,322659489",Muito Baixa,"0,9387413046",Alta,"0,4","0,849103918",Média,,"0,6","127,2132209",Baixa,"0,4","33,4668415",Baixa,"0,4","2,040951771",Muito Baixa,"0,2","1,01",Muito Alta,Cálculo pela média dos municípios,"1059,629893",Média,,"0,6","58,30923799",Baixa,"  30.251.649,00 "
23004,23,4ª REGIAO BATURITE,134.499,Nordeste,"0,373999063",Muito Baixa,"0,9640268437",Alta,"0,4","0,984208061",Muito Alta,,1,"123,420992",Baixa,"0,4",0,Muito Baixa,"0,2","3,312956073",Muito Baixa,"0,2","1,06",Muito Alta,Cálculo pela média dos municípios,"1333,866399",Muito Alta,,1,"70,12414749",Baixa,"  8.647.219,00 "
23005,23,5ª REGIAO CANINDE,188.666,Nordeste,"0,451873576",Baixa,"0,9095369928",Alta,"0,4","0,98233386",Muito Alta,,1,"136,2195626",Média,"0,6","37,96188846",Baixa,"0,4","4,200535532",Baixa,"0,4","1,05",Muito Alta,Cálculo pela média dos municípios,"999,0930009",Média,,"0,6","111,6614334",Alta,"  21.066.716,00 "
23006,23,6ª REGIAO ITAPIPOCA,298.961,Nordeste,"0,372158777",Muito Baixa,"0,9789444031",Alta,"0,4","0,979365201",Muito Alta,,1,"116,7376347",Muito Baixa,"0,2","47,26700456",Média,"0,6","3,261735575",Muito Baixa,"0,2","0,97",Muito Alta,Cálculo pela média dos municípios,"989,2976584",Média,,"0,6","61,78999267",Baixa,"  18.472.798,00 "
23007,23,7ª REGIAO ARACATI,121.375,Nordeste,"0,531537467",Média,"0,9984782338",Alta,"0,4","0,949174047",Alta,,"0,8","136,7662204",Média,"0,6","84,55714097",Alta,"0,8","4,624993468",Baixa,"0,4","1,12",Muito Alta,Cálculo pela média dos municípios,"1077,112738",Alta,,"0,8","96,29089186",Alta,"  11.687.307,00 "
23008,23,8ª REGIAO QUIXADA,315.793,Nordeste,"0,586031356",Alta,"0,9521118644",Alta,"0,4","0,976718927",Muito Alta,,1,"120,0153265",Baixa,"0,4","82,75966381",Alta,"0,8","9,070348056",Alta,"0,8","1,07",Muito Alta,Cálculo pela média dos municípios,"1085,22773",Alta,,"0,8","116,3941918",Alta,"  36.756.471,00 "
23009,23,9ª REGIAO RUSSAS,192.428,Nordeste,"0,306589893",Muito Baixa,"0,97731029",Alta,"0,4","0,958093417",Alta,,"0,8","119,525225",Baixa,"0,4",0,Muito Baixa,"0,2","2,07427581",Muito Baixa,"0,2","1,02",Muito Alta,Cálculo pela média dos municípios,"963,3434019",Baixa,,"0,4","110,0243935",Alta,"  21.171.774,00 "
23010,23,10ª REGIAO LIMOEIRO DO NORTE,216.901,Nordeste,"0,546924910",Alta,"0,9840936388",Alta,"0,4","0,942973984",Alta,,"0,8","148,9158648",Alta,"0,8","53,93024852",Média,"0,6","3,42684508",Baixa,"0,4","1,2",Muito Alta,Cálculo pela média dos municípios,"1250,196731",Muito Alta,,1,"69,27646253",Baixa,"  15.026.134,00 "
23011,23,11ª REGIAO SOBRAL,630.862,Nordeste,"0,669313099",Muito Alta,"0,9904511991",Alta,"0,4","0,956161569",Alta,,"0,8","121,8967064",Baixa,"0,4","154,8134643",Muito Alta,1,"10,37329068",Muito Alta,1,"0,99",Muito Alta,,"1275,468773",Muito Alta,,1,"78,20898231",Média,"  49.339.075,00 "
23012,23,12ª REGIAO ACARAU,244.042,Nordeste,"0,293798199",Muito Baixa,"0,9881127566",Alta,"0,4","0,979327329",Muito Alta,,1,"110,6366937",Muito Baixa,"0,2","11,28031585",Muito Baixa,"0,2","2,522807671",Muito Baixa,"0,2","1,02",Muito Alta,Cálculo pela média dos municípios,"1029,627729",Média,,"0,6","153,3404349",Muito Alta,"  32.878.336,00 "
23013,23,13ª REGIAO TIANGUA,322.334,Nordeste,"0,412107752",Muito Baixa,"0,9943244458",Alta,"0,4","0,981208932",Muito Alta,,1,"126,5767806",Baixa,"0,4","39,1087228",Baixa,"0,4","3,576770305",Baixa,"0,4","1,05",Muito Alta,Cálculo pela média dos municípios,"987,9385295",Média,,"0,6","49,94876507",Muito Baixa,"  16.100.185,24 "
23014,23,14ª REGIAO TAUA,114.173,Nordeste,"0,413021643",Muito Baixa,"0,9714081425",Alta,"0,4","0,983384863",Muito Alta,,1,"133,1313007",Média,"0,6","29,84183826",Baixa,"0,4","3,129986971",Muito Baixa,"0,2","1,05",Muito Alta,Cálculo pela média dos municípios,"1062,665193",Média,,"0,6","182,314873",Muito Alta,"  20.815.436,00 "
23015,23,15ª REGIAO CRATEUS,292.369,Nordeste,"0,528628138",Média,"0,9863369422",Alta,"0,4","0,978940996",Muito Alta,,1,"150,152718",Alta,"0,8","30,69751886",Baixa,"0,4","5,68606937",Média,"0,6","1,03",Muito Alta,Cálculo pela média dos municípios,"1053,803103",Média,,"0,6","130,4639719",Alta,"  38.143.621,00 "
23016,23,16ª REGIAO CAMOCIM,153.545,Nordeste,"0,216969618",Muito Baixa,1,Completa,"0,2","0,986225536",Muito Alta,,1,"110,0654531",Muito Baixa,"0,2","16,97216565",Muito Baixa,"0,2","0,488700923",Muito Baixa,"0,2","0,92",Alta,Cálculo pela média dos municípios,"978,2384939",Baixa,,"0,4","139,3805399",Muito Alta,"  21.401.185,00 "
23017,23,17ª REGIAO ICO,160.101,Nordeste,"0,550062773",Alta,"0,9431095569",Alta,"0,4","0,982254952",Muito Alta,,1,"141,1608922",Alta,"0,8","71,91237517",Alta,"0,8","3,162990567",Muito Baixa,"0,2","1,07",Muito Alta,Cálculo pela média dos municípios,"1101,515636",Alta,,"0,8","89,91367949",Média,"  14.395.270,00 "
23018,23,18ª REGIAO IGUATU,287.253,Nordeste,"0,579517707",Alta,"0,9292310904",Alta,"0,4","0,965862846",Alta,,"0,8","146,2125722",Alta,"0,8","63,19857539",Alta,"0,8","3,516619478",Baixa,"0,4","1,09",Muito Alta,Cálculo pela média dos municípios,"1079,242506",Alta,,"0,8","73,88897674",Média,"  12.803.408,00 "
23019,23,19ª REGIAO BREJO SANTO,209.567,Nordeste,"0,427434090",Muito Baixa,"0,988571875",Alta,"0,4","0,971441114",Muito Alta,,1,"137,9033913",Média,"0,6","42,65366223",Baixa,"0,4","3,209291639",Muito Baixa,"0,2","1,03",Muito Alta,Cálculo pela média dos municípios,"1096,516535",Alta,,"0,8","64,22030087",Baixa,"  11.795.150,00 "
23020,23,20ª REGIAO CRATO,334.241,Nordeste,"0,561514596",Alta,"0,9649552747",Alta,"0,4","0,93585766",Alta,,"0,8","130,1456135",Média,"0,6","60,00583808",Média,"0,6","6,955666556",Alta,"0,8","1,01",Muito Alta,Cálculo pela média dos municípios,"1081,637199",Alta,,"0,8","54,97715483",Baixa,"  17.890.006,00 "
23021,23,21ª REGIAO JUAZEIRO DO NORTE,456.547,Nordeste,"0,614340473",Muito Alta,"0,9290907794",Alta,"0,4","0,877629247",Média,,"0,6","133,8306899",Média,"0,6","94,29528907",Muito Alta,1,"10,39615602",Muito Alta,1,"0,92",Alta,Cálculo pela média dos municípios,"1053,917593",Média,,"0,6","16,67416417",Muito Baixa,"  7.531.820,00 "
23022,23,22ª REGIAO CASCAVEL,339.029,Nordeste,"0,302085308",Muito Baixa,"0,9560642722",Alta,"0,4","0,944016589",Alta,,"0,8","125,3580077",Baixa,"0,4",0,Muito Baixa,"0,2","1,268162523",Muito Baixa,"0,2","0,94",Alta,Cálculo pela média dos municípios,"929,1511997",Baixa,,"0,4","24,56559468",Muito Baixa,"  8.328.449,00 "
24001,24,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,379.831,Nordeste,"0,458715165",Baixa,"0,9841111859",Alta,"0,4","0,955656595",Alta,,"0,8","136,9029911",Média,"0,6","50,67945263",Média,"0,6","2,879370475",Muito Baixa,"0,2","0,92",Alta,,"1101,108793",Alta,,"0,8","142,535512",Muito Alta,"  50.978.396,00 "
24002,24,2ª REGIAO DE SAUDE - MOSSORO,449.845,Nordeste,"0,662394558",Muito Alta,"0,8122341312",Média,"0,6","0,807798242",Baixa,,"0,4","158,7213373",Muito Alta,1,"94,07777723",Muito Alta,1,"7,457219534",Alta,"0,8","0,84",Baixa,,"1181,903489",Alta,,"0,8","47,32744167",Muito Baixa,"  21.290.013,00 "
24003,24,3ª REGIAO DE SAUDE - JOAO CAMARA,337.691,Nordeste,"0,510707777",Média,"0,962444221",Alta,"0,4","0,945755143",Alta,,"0,8","132,0734044",Média,"0,6","60,43885308",Média,"0,6","3,665212072",Baixa,"0,4","0,83",Baixa,,"1371,013285",Muito Alta,,1,"129,9076019",Alta,"  43.868.628,00 "
24004,24,4ª REGIAO DE SAUDE - CAICO,296.667,Nordeste,"0,497252071",Baixa,"0,9714970826",Alta,"0,4","0,956253982",Alta,,"0,8","152,3593794",Muito Alta,1,"19,19017463",Muito Baixa,"0,2","3,732971442",Baixa,"0,4","0,96",Muito Alta,,"1190,082423",Alta,,"0,8","95,14837118",Alta,"  26.181.787,00 "
24005,24,5ª REGIAO DE SAUDE - SANTA CRUZ,185.464,Nordeste,"0,405588146",Muito Baixa,"0,955017981",Alta,"0,4","0,965686063",Alta,,"0,8","115,9254626",Muito Baixa,"0,2","25,66076849",Baixa,"0,4","4,12927344",Baixa,"0,4","0,92",Alta,,"1236,705045",Muito Alta,,1,"130,9097022",Alta,"  24.279.037,00 "
24006,24,6ª REGIAO DE SAUDE - PAU DOS FERROS,242.416,Nordeste,"0,489080754",Baixa,"0,9783166701",Alta,"0,4","0,978161507",Muito Alta,,1,"165,4181242",Muito Alta,1,"22,71660176",Muito Baixa,"0,2","2,973130268",Muito Baixa,"0,2","0,96",Muito Alta,,"1495,066773",Muito Alta,Calculo realizado sem os municípios com informações do ano de 2023 indisponíveis,1,"164,2889011",Muito Alta,"  38.531.826,00 "
24007,24,7ª REGIAO DE SAUDE - METROPOLITANA,1.263.637,Nordeste,"0,597854036",Alta,"0,6351131525",Muito Baixa,1,"0,636014932",Muito Baixa,,"0,2","145,8488474",Alta,"0,8","123,5651303",Muito Alta,1,"10,04204056",Muito Alta,1,"0,64",Muito Baixa,,"1126,510097",Alta,,"0,8","13,72609195",Muito Baixa,"  13.875.994,60 "
24008,24,8ª REGIAO DE SAUDE - ACU,146.855,Nordeste,"0,582455075",Alta,"0,9410091284",Alta,"0,4","0,939443669",Alta,,"0,8","145,0410269",Alta,"0,8",0,Muito Baixa,"0,2","17,24867725",Muito Alta,1,"0,93",Alta,,"1404,886624",Muito Alta,,1,"88,44254537",Média,"  12.988.230,00 "
25001,25,1ª REGIAO MATA ATLANTICA,1.335.812,Nordeste,"0,593157870",Alta,"0,901746403",Alta,"0,4","0,760458807",Baixa,,"0,4","151,4434666",Muito Alta,1,"105,7259018",Muito Alta,1,"11,39150914",Muito Alta,1,"0,62",Muito Baixa,,"993,7060334",Média,Calculo realizado sem os municípios com informações do ano de 2023 indisponíveis,"0,6","67,79378736",Baixa,"  34.024.346,00 "
25002,25,2ª REGIAO,292.420,Nordeste,"0,503417687",Média,"0,9844789069",Alta,"0,4","0,968110936",Alta,,"0,8","142,2611312",Alta,"0,8","45,41092886",Média,"0,6","4,12455074",Baixa,"0,4",1,Muito Alta,,"979,4967999",Baixa,,"0,4","115,301141",Alta,"  32.639.447,00 "
25003,25,3ª REGIAO,190.270,Nordeste,"0,539792085",Média,"0,9939850155",Alta,"0,4","0,963914437",Alta,,"0,8","126,6621117",Baixa,"0,4","208,6598746",Muito Alta,1,"4,718379447",Média,"0,6",1,Muito Alta,,"921,2802968",Baixa,,"0,4","132,4958727",Muito Alta,"  25.209.989,70 "
25004,25,4ª REGIAO,105.604,Nordeste,"0,631388205",Muito Alta,"0,9640493948",Alta,"0,4","0,98654407",Muito Alta,,1,"124,9952653",Baixa,"0,4","126,5936595",Muito Alta,1,"6,83210717",Alta,"0,8","0,98",Muito Alta,,"1102,308882",Alta,Calculo realizado sem os municípios com informações do ano de 2023 indisponíveis,"0,8","156,0713515",Muito Alta,"  16.481.759,00 "
25005,25,5ª REGIAO,111.279,Nordeste,"0,489490380",Baixa,"0,9991952625",Alta,"0,4","0,97898076",Muito Alta,,1,"165,3501559",Muito Alta,1,0,Muito Baixa,"0,2","2,807649513",Muito Baixa,"0,2","0,99",Muito Alta,,"1516,101217",Muito Alta,,1,"156,1428732",Muito Alta,"  16.715.563,00 "
25006,25,6ª REGIAO,227.354,Nordeste,"0,594949550",Alta,"0,9967605657",Alta,"0,4","0,959596048",Alta,,"0,8","129,3137574",Baixa,"0,4","53,02549925",Média,"0,6","17,0520172",Muito Alta,1,"0,9",Média,,"1205,343034",Muito Alta,,1,"100,0128038",Alta,"  22.738.311,00 "
25007,25,7ª REGIAO,141.772,Nordeste,"0,493260305",Baixa,"0,9915267366",Alta,"0,4","0,986520611",Muito Alta,,1,"145,3037271",Alta,"0,8","27,87068004",Baixa,"0,4","3,10061981",Muito Baixa,"0,2","0,98",Muito Alta,,"1385,387271",Muito Alta,,1,"141,8549714",Muito Alta,"  20.111.063,00 "
25008,25,8ª REGIAO,113.431,Nordeste,"0,452015058",Baixa,"0,9982524937",Alta,"0,4","0,98264143",Muito Alta,Calculo realizado sem os municípios com informações de 2024 indisponíveis,1,"148,9892534",Alta,"0,8",0,Muito Baixa,"0,2","1,553931712",Muito Baixa,"0,2","0,88",Média,,"1232,318483",Muito Alta,,1,"125,3686029",Alta,"  14.220.686,00 "
25009,25,9ª REGIAO,173.175,Nordeste,"0,613612819",Muito Alta,"0,9904137094",Alta,"0,4","0,95877003",Alta,,"0,8","135,1234301",Média,"0,6","77,37593479",Alta,"0,8","6,75512442",Alta,"0,8","1,01",Muito Alta,,"1113,18678",Alta,,"0,8","129,5981002",Alta,"  22.443.151,00 "
25010,25,10ª REGIAO,113.363,Nordeste,"0,514434516",Média,1,Completa,"0,2","0,952656511",Alta,,"0,8","142,0216473",Alta,"0,8","75,02171188",Alta,"0,8","3,89578213",Baixa,"0,4","0,9",Média,,"1119,755058",Alta,,"0,8","76,21204449",Média,"  8.639.626,00 "
25011,25,11ª REGIAO,78.026,Nordeste,"0,455566606",Baixa,"0,9475727701",Alta,"0,4","0,990362187",Muito Alta,Calculo realizado sem os municípios com informações de 2024 indisponíveis,1,"132,0072796",Média,"0,6",0,Muito Baixa,"0,2","4,664320929",Baixa,"0,4","1,1",Muito Alta,,"1361,172461",Muito Alta,,1,"124,0493425",Alta,"  9.679.074,00 "
25012,25,12ª REGIAO,173.724,Nordeste,"0,429782874",Baixa,1,Completa,"0,2","0,976779259",Muito Alta,,1,"148,5114319",Alta,"0,8","23,54048964",Muito Baixa,"0,2","4,837189981",Média,"0,6","1,02",Muito Alta,,"1061,204857",Média,,"0,6","156,975369",Muito Alta,"  27.270.389,00 "
25013,25,13ª REGIAO,58.384,Nordeste,"0,426412373",Muito Baixa,"0,9917094355",Alta,"0,4","0,92698342",Alta,,"0,8","145,5878323",Alta,"0,8",0,Muito Baixa,"0,2","1,595391334",Muito Baixa,"0,2","0,98",Muito Alta,,"1263,682518",Muito Alta,,1,"85,507896",Média,"  4.992.293,00 "
25014,25,14ª REGIAO,152.572,Nordeste,"0,429159479",Muito Baixa,1,Completa,"0,2","0,975362452",Muito Alta,,1,"159,9244947",Muito Alta,1,0,Muito Baixa,"0,2","4,424021149",Baixa,"0,4","0,92",Alta,,"986,9466967",Média,,"0,6","152,2862124",Muito Alta,"  23.234.612,00 "
25015,25,15ª REGIAO,152.551,Nordeste,"0,581537977",Alta,"0,993695486",Alta,"0,4","0,969229962",Muito Alta,,1,"135,0368074",Média,"0,6","83,12551953",Alta,"0,8","5,625394739",Média,"0,6","1,02",Muito Alta,,"1081,190724",Alta,,"0,8","181,6909689",Muito Alta,"  27.717.139,00 "
25016,25,16ª REGIAO,554.758,Nordeste,"0,657857769",Muito Alta,"0,844797508",Média,"0,6","0,843407396",Média,,"0,6","163,8552306",Muito Alta,1,"75,10011019",Alta,"0,8","9,27339974",Alta,"0,8","0,74",Muito Baixa,,"1154,955827",Alta,,"0,8","141,9529248",Muito Alta,"  19.217.445,00 "
26001,26,AFOGADOS DA INGAZEIRA,184.941,Nordeste,"0,374573513",Muito Baixa,"0,9925055606",Alta,"0,4","0,98571977",Muito Alta,,1,"138,9632369",Média,"0,6","11,22334456",Muito Baixa,"0,2","3,080306485",Muito Baixa,"0,2","0,96",Muito Alta,,"1067,146711",Média,,"0,6","155,4669165",Muito Alta,"  28.752.207,00 "
26002,26,ARCOVERDE,415.219,Nordeste,"0,429651148",Baixa,"0,851804723",Média,"0,6","0,976479882",Muito Alta,,1,"129,5701786",Baixa,"0,4","14,38987145",Muito Baixa,"0,2","5,760767822",Média,"0,6","0,9",Média,,"853,9430958",Muito Baixa,,"0,2","70,70275686",Baixa,"  29.357.128,00 "
26003,26,CARUARU,1.340.055,Nordeste,"0,483073366",Baixa,"0,8875912669",Média,"0,6","0,928987243",Alta,,"0,8","149,4714769",Alta,"0,8","20,538702",Muito Baixa,"0,2","5,639378768",Média,"0,6","0,83",Baixa,,"769,5269709",Muito Baixa,,"0,2","46,12815439",Muito Baixa,"  51.516.707,00 "
26004,26,GARANHUNS,538.945,Nordeste,"0,479114752",Baixa,"0,9782431365",Alta,"0,4","0,958229504",Alta,,"0,8","155,1178692",Muito Alta,1,"44,09194958",Baixa,"0,4","4,106186186",Baixa,"0,4","0,93",Alta,,"817,886492",Muito Baixa,,"0,2","113,1958878",Alta,"  59.067.199,00 "
26005,26,GOIANA,302.338,Nordeste,"0,574753686",Alta,"0,9937312007",Alta,"0,4","0,927022075",Alta,,"0,8","175,9620028",Muito Alta,1,"59,25694474",Média,"0,6","6,3972336",Média,"0,6","0,93",Alta,,"985,4087919",Média,,"0,6","80,61420662",Média,"  24.372.738,00 "
26006,26,LIMOEIRO,567.682,Nordeste,"0,407205760",Muito Baixa,"0,9495435879",Alta,"0,4","0,969537523",Muito Alta,,1,"170,8703112",Muito Alta,1,"20,64579535",Muito Baixa,"0,2","1,348114498",Muito Baixa,"0,2","0,92",Alta,,"876,6538573",Muito Baixa,,"0,2","112,9073742",Alta,"  64.095.484,00 "
26007,26,OURICURI,338.050,Nordeste,"0,453027540",Baixa,"0,9254866569",Alta,"0,4","0,984842479",Muito Alta,,1,"114,4801065",Muito Baixa,"0,2","26,71069622",Baixa,"0,4","9,99832037",Muito Alta,1,"0,97",Muito Alta,,"764,0457269",Muito Baixa,,"0,2","68,22989203",Baixa,"  23.065.115,00 "
26008,26,PALMARES,507.090,Nordeste,"0,604146956",Muito Alta,"0,8342098772",Média,"0,6","0,974430574",Muito Alta,,1,"180,0469345",Muito Alta,1,"61,3225054",Média,"0,6","4,049674332",Baixa,"0,4","0,8",Baixa,,"974,6640435",Baixa,,"0,4","93,22536922",Alta,"  41.301.915,00 "
26009,26,PETROLINA,531.221,Nordeste,"0,461929781",Baixa,"0,9806998271",Alta,"0,4","0,85542552",Média,,"0,6","114,0768155",Muito Baixa,"0,2","82,89423784",Alta,"0,8","17,19692622",Muito Alta,1,"0,82",Baixa,,"647,0175743",Muito Baixa,,"0,2","72,62832606",Média,"  38.581.692,00 "
26010,26,RECIFE,3.954.144,Nordeste,"0,624797499",Muito Alta,"0,6555133025",Muito Baixa,1,"0,709997157",Muito Baixa,,"0,2","188,9410199",Muito Alta,1,"80,73460436",Alta,"0,8","10,99998596",Muito Alta,1,"0,63",Muito Baixa,,"807,2719035",Muito Baixa,Calculo realizado sem os municípios com informações do ano de 2023 indisponíveis,"0,2","16,90659631",Muito Baixa,"  64.190.576,00 "
26011,26,SALGUEIRO,141.653,Nordeste,"0,547681447",Alta,"0,9713677538",Alta,"0,4","0,978002584",Muito Alta,,1,"144,0138931",Alta,"0,8","24,32202359",Muito Baixa,"0,2","15,75145823",Muito Alta,1,"0,88",Média,,"914,010693",Baixa,,"0,4","40,72583002",Muito Baixa,"  5.768.936,00 "
26012,26,SERRA TALHADA,236.817,Nordeste,"0,505417770",Média,"0,9022470426",Alta,"0,4","0,97195725",Muito Alta,,1,"142,7262401",Alta,"0,8","34,06539943",Baixa,"0,4","5,895282604",Média,"0,6","0,85",Baixa,,"900,1236653",Baixa,,"0,4","50,00211508",Baixa,"  11.229.375,00 "
27001,27,1ª REGIAO DE SAUDE,1.247.528,Nordeste,"0,698658627",Muito Alta,"0,4584155166",Muito Baixa,1,"0,743253859",Baixa,,"0,4","178,9939785",Muito Alta,1,"89,21088661",Muito Alta,1,"11,54547777",Muito Alta,1,"0,79",Baixa,,"958,625136",Baixa,,"0,4","57,08704574",Baixa,"  71.217.688,00 "
27002,27,2ª REGIAO DE SAUDE,157.127,Nordeste,"0,525565816",Média,"0,97212531",Alta,"0,4","0,97327003",Muito Alta,,1,"152,7426859",Muito Alta,1,0,Muito Baixa,"0,2","5,441822339",Média,"0,6","0,86",Média,,"1004,44181",Média,Calculo realizado sem os municípios com informações do ano de 2023 indisponíveis,"0,6","142,5113316",Muito Alta,"  22.392.378,00 "
27003,27,3ª REGIAO DE SAUDE,193.687,Nordeste,"0,564371589",Alta,"0,9191686835",Alta,"0,4","0,973054464",Muito Alta,,1,"149,2098076",Alta,"0,8","61,7870491",Média,"0,6","4,017847972",Baixa,"0,4","0,96",Muito Alta,,"1261,928611",Muito Alta,,1,"109,8919649",Alta,"  21.284.645,00 "
27004,27,4ª REGIAO DE SAUDE,122.112,Nordeste,"0,718644523",Muito Alta,"0,9118343812",Alta,"0,4","0,971141247",Muito Alta,,1,"175,2489518",Muito Alta,1,"69,88120196",Alta,"0,8","6,871645598",Alta,"0,8","0,9",Alta,,"1392,962144",Muito Alta,,1,"142,8160459",Muito Alta,"  17.439.553,00 "
27005,27,5ª REGIAO DE SAUDE,187.528,Nordeste,"0,728708886",Muito Alta,"0,8662995841",Média,"0,6","0,958827482",Alta,,"0,8","177,5734824",Muito Alta,1,"99,53479566",Muito Alta,1,"3,712596637",Baixa,"0,4","0,92",Alta,,"1498,740589",Muito Alta,,1,"56,2386042",Baixa,"  7.629.554,00 "
27006,27,6ª REGIAO DE SAUDE,186.397,Nordeste,"0,599270911",Alta,"0,9900637213",Alta,"0,4","0,966565986",Alta,,"0,8","175,9684973",Muito Alta,1,"40,91179353",Baixa,"0,4","4,75408804",Média,"0,6","0,96",Muito Alta,,"1346,231162",Muito Alta,,1,"105,4305529",Alta,"  17.398.677,00 "
27007,27,7ª REGIAO DE SAUDE,509.921,Nordeste,"0,606082275",Muito Alta,"0,9786087325",Alta,"0,4","0,947003555",Alta,,"0,8","132,3734461",Média,"0,6","98,85966743",Muito Alta,1,"9,014759864",Alta,"0,8","0,95",Alta,,"923,6929669",Baixa,Calculo realizado sem os municípios com informações do ano de 2023 indisponíveis,"0,4","90,01052999",Média,"  36.380.366,00 "
